YEAR,cropname,Yield,Location,ALLSKY_SFC_SW_DWN,CLOUD_AMT,CLRSKY_SFC_SW_DWN,PRECTOTCORR,PRECTOTCORR_SUM,PS,QV2M,T2M_MAX,T2M_RANGE,WS50M,WSC,NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),ANNUAL RAINFALL (Millimeters)
2014,Pigeon Peas,0.31789,Medak,18.61,54.5,22.02,0,616.99,95.22,12.08,42.55,32.2,5.34,5.34,78.66,118.03,17.05,25.59,4.29,6.44,512.1
2015,Pigeon Peas,0.35903,Medak,18.84,54.84,22.16,0,506.25,95.26,11.78,44.77,34.86,5.29,5.29,74.42,161.18,21.39,46.34,4.19,9.07,509
1990,Minor Pulse,0.23581,Medak,18.85,66.75,22.84,5.27,980.86,95.13,12.51,43,30.59,5.78,5.78,69.53,50.13,27.03,19.49,3.44,2.48,1148.2
1991,Minor Pulse,0.38279,Medak,19.12,67.29,22.79,0,748.83,95.13,11.72,45.1,37.16,5.45,5.45,64.34,58.3,30.56,27.69,5.11,4.63,697
1992,Minor Pulse,0.34841,Medak,19.6,58.59,22.68,0,764.65,95.18,11.17,43.62,33.91,5.28,5.28,70.16,66.86,25.86,24.65,3.98,3.79,787
1993,Minor Pulse,0.56364,Medak,19.38,64.53,22.86,0,748.83,95.18,11.35,44.57,34.88,5.35,5.35,74.45,58.71,23.4,18.45,2.15,1.69,745
1994,Minor Pulse,0.19403,Medak,18.67,62.71,23,0,806.84,95.14,12.02,44.88,35.82,5.55,5.55,71.94,61.92,23.87,20.55,4.19,3.61,727
1995,Minor Pulse,0.58939,Medak,18.89,62.17,22.48,5.27,1139.06,95.12,12.76,42.51,33.22,5.27,5.27,71.94,63.75,23.87,21.16,4.19,3.71,1114
1996,Minor Pulse,0.26911,Medak,18.79,62.71,22.28,0,959.77,95.09,12.08,43.69,34.67,5.26,5.26,72.51,77.12,23.82,25.33,3.67,3.9,946
1997,Minor Pulse,0.19666,Medak,18.68,63.73,21.78,0,759.38,95.23,12.27,42.96,35.1,5.17,5.17,78.13,82.16,18.18,19.12,3.7,3.89,733
1998,Minor Pulse,0.32671,Medak,18.83,57,21.8,5.27,975.59,95.12,12.7,44.71,34.94,5.02,5.02,69.72,82.64,25.34,30.03,4.94,5.86,928
1999,Minor Pulse,0.59027,Medak,19.41,44.62,22.5,0,564.26,95.08,11.35,44.16,35.38,5.57,5.57,69.72,85.17,25.34,30.95,4.94,6.04,657
2000,Minor Pulse,0.33092,Medak,19.34,42.06,22.22,0,875.39,95.06,11.41,44.04,33.75,5.23,5.23,71.62,97.14,23.14,31.39,5.24,7.1,868
2001,Minor Pulse,0.44087,Medak,18.51,58.38,22.91,0,743.55,95.11,11.84,44.01,31.81,5.4,5.4,69.87,75.86,24.24,26.32,5.9,6.4,692
2002,Minor Pulse,0.30469,Medak,19.38,52.88,22.93,0,669.73,95.16,11.6,43.57,33.59,5.53,5.53,74.46,76.73,23.03,23.73,2.51,2.58,559
2003,Minor Pulse,0.73828,Medak,19.18,58.08,23.03,0,764.65,95.16,12.02,43.8,33.93,5.56,5.56,73.43,65.37,20.43,18.19,6.14,5.47,759
2004,Minor Pulse,0.21554,Medak,19.3,52.24,23.04,0,669.73,95.19,12.15,42.17,32.8,5.55,5.55,68.82,70.82,22.33,22.98,8.85,9.11,536
2005,Minor Pulse,0.27303,Medak,18.87,57.56,22.97,5.27,1160.16,95.15,12.45,43.79,34.85,5.31,5.31,68.37,93.92,23.35,32.08,8.28,11.37,837
2006,Minor Pulse,0.32285,Medak,18.95,53.1,22.79,5.27,996.68,95.18,12.88,42.69,34.97,5.23,5.23,62.71,79.92,26.25,33.45,11.05,14.08,843
2007,Minor Pulse,0.81082,Medak,19.21,53.12,22.69,0,801.56,95.12,12.15,43.18,33.2,5.27,5.27,64.93,82.2,23.08,29.22,11.99,15.17,643
2008,Minor Pulse,0.39366,Medak,19,52.31,22.52,5.27,1107.42,95.12,12.27,42.99,32.63,5.17,5.17,59.55,125.21,26.02,54.72,14.43,30.35,874
2009,Minor Pulse,0.02425,Medak,19.4,51.3,22.61,0,738.28,95.13,11.96,43.72,32.58,5.29,5.29,57.75,105.49,24.39,44.55,17.85,32.61,592
2010,Minor Pulse,0.70564,Medak,18.23,59.56,22.55,5.27,1081.05,95.11,12.94,44.56,36.11,5.15,5.15,55.2,168.55,31.17,95.16,13.63,41.62,923.7
2011,Minor Pulse,0.72194,Medak,19.12,51.2,22.51,0,616.99,95.11,11.96,42.87,33.42,5.48,5.48,63.55,116.57,28.37,52.03,8.08,14.83,600.8
2012,Minor Pulse,0.94499,Medak,18.89,54.88,22.58,0,701.37,95.11,11.47,42.94,32.84,5.49,5.49,72.45,114.35,23.47,37.04,4.08,6.44,843
2013,Minor Pulse,0.7045,Medak,18.01,56.88,22.25,5.27,1017.77,95.12,12.82,44.62,34.91,5.62,5.62,80.09,135.36,16.34,27.61,3.57,6.03,1068.1
2014,Minor Pulse,0.59204,Medak,18.61,54.5,22.02,0,616.99,95.22,12.08,42.55,32.2,5.34,5.34,78.66,118.03,17.05,25.59,4.29,6.44,512.1
2015,Minor Pulse,0.41472,Medak,18.84,54.84,22.16,0,506.25,95.26,11.78,44.77,34.86,5.29,5.29,74.42,161.18,21.39,46.34,4.19,9.07,509
1990,Ground Nut,1.03346,Medak,18.85,66.75,22.84,5.27,980.86,95.13,12.51,43,30.59,5.78,5.78,69.53,50.13,27.03,19.49,3.44,2.48,1148.2
1991,Ground Nut,0.88629,Medak,19.12,67.29,22.79,0,748.83,95.13,11.72,45.1,37.16,5.45,5.45,64.34,58.3,30.56,27.69,5.11,4.63,697
1992,Ground Nut,1.10385,Medak,19.6,58.59,22.68,0,764.65,95.18,11.17,43.62,33.91,5.28,5.28,70.16,66.86,25.86,24.65,3.98,3.79,787
1993,Ground Nut,1,Medak,19.38,64.53,22.86,0,748.83,95.18,11.35,44.57,34.88,5.35,5.35,74.45,58.71,23.4,18.45,2.15,1.69,745
1994,Ground Nut,0.85714,Medak,18.67,62.71,23,0,806.84,95.14,12.02,44.88,35.82,5.55,5.55,71.94,61.92,23.87,20.55,4.19,3.61,727
1995,Ground Nut,0.85714,Medak,18.89,62.17,22.48,5.27,1139.06,95.12,12.76,42.51,33.22,5.27,5.27,71.94,63.75,23.87,21.16,4.19,3.71,1114
1996,Ground Nut,1.22222,Medak,18.79,62.71,22.28,0,959.77,95.09,12.08,43.69,34.67,5.26,5.26,72.51,77.12,23.82,25.33,3.67,3.9,946
1997,Ground Nut,0.85714,Medak,18.68,63.73,21.78,0,759.38,95.23,12.27,42.96,35.1,5.17,5.17,78.13,82.16,18.18,19.12,3.7,3.89,733
1998,Ground Nut,1.2,Medak,18.83,57,21.8,5.27,975.59,95.12,12.7,44.71,34.94,5.02,5.02,69.72,82.64,25.34,30.03,4.94,5.86,928
1999,Ground Nut,1.03115,Medak,19.41,44.62,22.5,0,564.26,95.08,11.35,44.16,35.38,5.57,5.57,69.72,85.17,25.34,30.95,4.94,6.04,657
2000,Ground Nut,1.22239,Medak,19.34,42.06,22.22,0,875.39,95.06,11.41,44.04,33.75,5.23,5.23,71.62,97.14,23.14,31.39,5.24,7.1,868
2001,Ground Nut,1.42537,Medak,18.51,58.38,22.91,0,743.55,95.11,11.84,44.01,31.81,5.4,5.4,69.87,75.86,24.24,26.32,5.9,6.4,692
2002,Ground Nut,1.66667,Medak,19.38,52.88,22.93,0,669.73,95.16,11.6,43.57,33.59,5.53,5.53,74.46,76.73,23.03,23.73,2.51,2.58,559
2003,Ground Nut,1.42887,Medak,19.18,58.08,23.03,0,764.65,95.16,12.02,43.8,33.93,5.56,5.56,73.43,65.37,20.43,18.19,6.14,5.47,759
2004,Ground Nut,1.59813,Medak,19.3,52.24,23.04,0,669.73,95.19,12.15,42.17,32.8,5.55,5.55,68.82,70.82,22.33,22.98,8.85,9.11,536
2005,Ground Nut,1.43657,Medak,18.87,57.56,22.97,5.27,1160.16,95.15,12.45,43.79,34.85,5.31,5.31,68.37,93.92,23.35,32.08,8.28,11.37,837
2006,Ground Nut,1.71622,Medak,18.95,53.1,22.79,5.27,996.68,95.18,12.88,42.69,34.97,5.23,5.23,62.71,79.92,26.25,33.45,11.05,14.08,843
2007,Ground Nut,1.88636,Medak,19.21,53.12,22.69,0,801.56,95.12,12.15,43.18,33.2,5.27,5.27,64.93,82.2,23.08,29.22,11.99,15.17,643
2008,Ground Nut,1.95604,Medak,19,52.31,22.52,5.27,1107.42,95.12,12.27,42.99,32.63,5.17,5.17,59.55,125.21,26.02,54.72,14.43,30.35,874
2009,Ground Nut,1.73059,Medak,19.4,51.3,22.61,0,738.28,95.13,11.96,43.72,32.58,5.29,5.29,57.75,105.49,24.39,44.55,17.85,32.61,592
2010,Ground Nut,1.54135,Medak,18.23,59.56,22.55,5.27,1081.05,95.11,12.94,44.56,36.11,5.15,5.15,55.2,168.55,31.17,95.16,13.63,41.62,923.7
2011,Ground Nut,0.83051,Medak,19.12,51.2,22.51,0,616.99,95.11,11.96,42.87,33.42,5.48,5.48,63.55,116.57,28.37,52.03,8.08,14.83,600.8
2012,Ground Nut,1.07895,Medak,18.89,54.88,22.58,0,701.37,95.11,11.47,42.94,32.84,5.49,5.49,72.45,114.35,23.47,37.04,4.08,6.44,843
2013,Ground Nut,1.26027,Medak,18.01,56.88,22.25,5.27,1017.77,95.12,12.82,44.62,34.91,5.62,5.62,80.09,135.36,16.34,27.61,3.57,6.03,1068.1
2014,Ground Nut,1.17284,Medak,18.61,54.5,22.02,0,616.99,95.22,12.08,42.55,32.2,5.34,5.34,78.66,118.03,17.05,25.59,4.29,6.44,512.1
2015,Ground Nut,0.87931,Medak,18.84,54.84,22.16,0,506.25,95.26,11.78,44.77,34.86,5.29,5.29,74.42,161.18,21.39,46.34,4.19,9.07,509
1990,Sesamum,0.15044,Medak,18.85,66.75,22.84,5.27,980.86,95.13,12.51,43,30.59,5.78,5.78,69.53,50.13,27.03,19.49,3.44,2.48,1148.2
1991,Sesamum,0.14835,Medak,19.12,67.29,22.79,0,748.83,95.13,11.72,45.1,37.16,5.45,5.45,64.34,58.3,30.56,27.69,5.11,4.63,697
1992,Sesamum,0.148,Medak,19.6,58.59,22.68,0,764.65,95.18,11.17,43.62,33.91,5.28,5.28,70.16,66.86,25.86,24.65,3.98,3.79,787
1993,Sesamum,0.33333,Medak,19.38,64.53,22.86,0,748.83,95.18,11.35,44.57,34.88,5.35,5.35,74.45,58.71,23.4,18.45,2.15,1.69,745
1994,Sesamum,0.4,Medak,18.67,62.71,23,0,806.84,95.14,12.02,44.88,35.82,5.55,5.55,71.94,61.92,23.87,20.55,4.19,3.61,727
1995,Sesamum,0.33333,Medak,18.89,62.17,22.48,5.27,1139.06,95.12,12.76,42.51,33.22,5.27,5.27,71.94,63.75,23.87,21.16,4.19,3.71,1114
1996,Sesamum,0.33333,Medak,18.79,62.71,22.28,0,959.77,95.09,12.08,43.69,34.67,5.26,5.26,72.51,77.12,23.82,25.33,3.67,3.9,946
1997,Sesamum,0,Medak,18.68,63.73,21.78,0,759.38,95.23,12.27,42.96,35.1,5.17,5.17,78.13,82.16,18.18,19.12,3.7,3.89,733
1998,Sesamum,0.33333,Medak,18.83,57,21.8,5.27,975.59,95.12,12.7,44.71,34.94,5.02,5.02,69.72,82.64,25.34,30.03,4.94,5.86,928
1999,Sesamum,0.28212,Medak,19.41,44.62,22.5,0,564.26,95.08,11.35,44.16,35.38,5.57,5.57,69.72,85.17,25.34,30.95,4.94,6.04,657
2000,Sesamum,0.15705,Medak,19.34,42.06,22.22,0,875.39,95.06,11.41,44.04,33.75,5.23,5.23,71.62,97.14,23.14,31.39,5.24,7.1,868
2001,Sesamum,0.19672,Medak,18.51,58.38,22.91,0,743.55,95.11,11.84,44.01,31.81,5.4,5.4,69.87,75.86,24.24,26.32,5.9,6.4,692
2002,Sesamum,0,Medak,19.38,52.88,22.93,0,669.73,95.16,11.6,43.57,33.59,5.53,5.53,74.46,76.73,23.03,23.73,2.51,2.58,559
2003,Sesamum,0.28194,Medak,19.18,58.08,23.03,0,764.65,95.16,12.02,43.8,33.93,5.56,5.56,73.43,65.37,20.43,18.19,6.14,5.47,759
2004,Sesamum,0.28188,Medak,19.3,52.24,23.04,0,669.73,95.19,12.15,42.17,32.8,5.55,5.55,68.82,70.82,22.33,22.98,8.85,9.11,536
2005,Sesamum,0.25568,Medak,18.87,57.56,22.97,5.27,1160.16,95.15,12.45,43.79,34.85,5.31,5.31,68.37,93.92,23.35,32.08,8.28,11.37,837
2006,Sesamum,0.20134,Medak,18.95,53.1,22.79,5.27,996.68,95.18,12.88,42.69,34.97,5.23,5.23,62.71,79.92,26.25,33.45,11.05,14.08,843
2007,Sesamum,0.22222,Medak,19.21,53.12,22.69,0,801.56,95.12,12.15,43.18,33.2,5.27,5.27,64.93,82.2,23.08,29.22,11.99,15.17,643
2008,Sesamum,0.24762,Medak,19,52.31,22.52,5.27,1107.42,95.12,12.27,42.99,32.63,5.17,5.17,59.55,125.21,26.02,54.72,14.43,30.35,874
2009,Sesamum,0.14458,Medak,19.4,51.3,22.61,0,738.28,95.13,11.96,43.72,32.58,5.29,5.29,57.75,105.49,24.39,44.55,17.85,32.61,592
2010,Sesamum,0.2,Medak,18.23,59.56,22.55,5.27,1081.05,95.11,12.94,44.56,36.11,5.15,5.15,55.2,168.55,31.17,95.16,13.63,41.62,923.7
2011,Sesamum,0.30769,Medak,19.12,51.2,22.51,0,616.99,95.11,11.96,42.87,33.42,5.48,5.48,63.55,116.57,28.37,52.03,8.08,14.83,600.8
2012,Sesamum,0.35714,Medak,18.89,54.88,22.58,0,701.37,95.11,11.47,42.94,32.84,5.49,5.49,72.45,114.35,23.47,37.04,4.08,6.44,843
2013,Sesamum,0.2963,Medak,18.01,56.88,22.25,5.27,1017.77,95.12,12.82,44.62,34.91,5.62,5.62,80.09,135.36,16.34,27.61,3.57,6.03,1068.1
2014,Sesamum,0.31148,Medak,18.61,54.5,22.02,0,616.99,95.22,12.08,42.55,32.2,5.34,5.34,78.66,118.03,17.05,25.59,4.29,6.44,512.1
2015,Sesamum,0.10345,Medak,18.84,54.84,22.16,0,506.25,95.26,11.78,44.77,34.86,5.29,5.29,74.42,161.18,21.39,46.34,4.19,9.07,509
1990,Castor,0.27551,Medak,18.85,66.75,22.84,5.27,980.86,95.13,12.51,43,30.59,5.78,5.78,69.53,50.13,27.03,19.49,3.44,2.48,1148.2
1991,Castor,0.25281,Medak,19.12,67.29,22.79,0,748.83,95.13,11.72,45.1,37.16,5.45,5.45,64.34,58.3,30.56,27.69,5.11,4.63,697
1992,Castor,0.27513,Medak,19.6,58.59,22.68,0,764.65,95.18,11.17,43.62,33.91,5.28,5.28,70.16,66.86,25.86,24.65,3.98,3.79,787
1993,Castor,0,Medak,19.38,64.53,22.86,0,748.83,95.18,11.35,44.57,34.88,5.35,5.35,74.45,58.71,23.4,18.45,2.15,1.69,745
1994,Castor,0.5,Medak,18.67,62.71,23,0,806.84,95.14,12.02,44.88,35.82,5.55,5.55,71.94,61.92,23.87,20.55,4.19,3.61,727
1995,Castor,0.5,Medak,18.89,62.17,22.48,5.27,1139.06,95.12,12.76,42.51,33.22,5.27,5.27,71.94,63.75,23.87,21.16,4.19,3.71,1114
1996,Castor,0.5,Medak,18.79,62.71,22.28,0,959.77,95.09,12.08,43.69,34.67,5.26,5.26,72.51,77.12,23.82,25.33,3.67,3.9,946
1997,Castor,0.5,Medak,18.68,63.73,21.78,0,759.38,95.23,12.27,42.96,35.1,5.17,5.17,78.13,82.16,18.18,19.12,3.7,3.89,733
1998,Castor,0.5,Medak,18.83,57,21.8,5.27,975.59,95.12,12.7,44.71,34.94,5.02,5.02,69.72,82.64,25.34,30.03,4.94,5.86,928
1999,Castor,0.22535,Medak,19.41,44.62,22.5,0,564.26,95.08,11.35,44.16,35.38,5.57,5.57,69.72,85.17,25.34,30.95,4.94,6.04,657
2000,Castor,0.34821,Medak,19.34,42.06,22.22,0,875.39,95.06,11.41,44.04,33.75,5.23,5.23,71.62,97.14,23.14,31.39,5.24,7.1,868
2001,Castor,0.29375,Medak,18.51,58.38,22.91,0,743.55,95.11,11.84,44.01,31.81,5.4,5.4,69.87,75.86,24.24,26.32,5.9,6.4,692
2002,Castor,0.5,Medak,19.38,52.88,22.93,0,669.73,95.16,11.6,43.57,33.59,5.53,5.53,74.46,76.73,23.03,23.73,2.51,2.58,559
2003,Castor,0.45802,Medak,19.18,58.08,23.03,0,764.65,95.16,12.02,43.8,33.93,5.56,5.56,73.43,65.37,20.43,18.19,6.14,5.47,759
2004,Castor,0.37572,Medak,19.3,52.24,23.04,0,669.73,95.19,12.15,42.17,32.8,5.55,5.55,68.82,70.82,22.33,22.98,8.85,9.11,536
2005,Castor,0.38264,Medak,18.87,57.56,22.97,5.27,1160.16,95.15,12.45,43.79,34.85,5.31,5.31,68.37,93.92,23.35,32.08,8.28,11.37,837
2006,Castor,0.42449,Medak,18.95,53.1,22.79,5.27,996.68,95.18,12.88,42.69,34.97,5.23,5.23,62.71,79.92,26.25,33.45,11.05,14.08,843
2007,Castor,0.65101,Medak,19.21,53.12,22.69,0,801.56,95.12,12.15,43.18,33.2,5.27,5.27,64.93,82.2,23.08,29.22,11.99,15.17,643
2008,Castor,0.46622,Medak,19,52.31,22.52,5.27,1107.42,95.12,12.27,42.99,32.63,5.17,5.17,59.55,125.21,26.02,54.72,14.43,30.35,874
2009,Castor,0.39655,Medak,19.4,51.3,22.61,0,738.28,95.13,11.96,43.72,32.58,5.29,5.29,57.75,105.49,24.39,44.55,17.85,32.61,592
2010,Castor,0.49315,Medak,18.23,59.56,22.55,5.27,1081.05,95.11,12.94,44.56,36.11,5.15,5.15,55.2,168.55,31.17,95.16,13.63,41.62,923.7
2011,Castor,0.39683,Medak,19.12,51.2,22.51,0,616.99,95.11,11.96,42.87,33.42,5.48,5.48,63.55,116.57,28.37,52.03,8.08,14.83,600.8
2012,Castor,0.53435,Medak,18.89,54.88,22.58,0,701.37,95.11,11.47,42.94,32.84,5.49,5.49,72.45,114.35,23.47,37.04,4.08,6.44,843
2013,Castor,0.70504,Medak,18.01,56.88,22.25,5.27,1017.77,95.12,12.82,44.62,34.91,5.62,5.62,80.09,135.36,16.34,27.61,3.57,6.03,1068.1
2014,Castor,0.57576,Medak,18.61,54.5,22.02,0,616.99,95.22,12.08,42.55,32.2,5.34,5.34,78.66,118.03,17.05,25.59,4.29,6.44,512.1
2015,Castor,0.36364,Medak,18.84,54.84,22.16,0,506.25,95.26,11.78,44.77,34.86,5.29,5.29,74.42,161.18,21.39,46.34,4.19,9.07,509
1990,Linseed,0.13402,Medak,18.85,66.75,22.84,5.27,980.86,95.13,12.51,43,30.59,5.78,5.78,69.53,50.13,27.03,19.49,3.44,2.48,1148.2
1991,Linseed,0.12658,Medak,19.12,67.29,22.79,0,748.83,95.13,11.72,45.1,37.16,5.45,5.45,64.34,58.3,30.56,27.69,5.11,4.63,697
1992,Linseed,0.16364,Medak,19.6,58.59,22.68,0,764.65,95.18,11.17,43.62,33.91,5.28,5.28,70.16,66.86,25.86,24.65,3.98,3.79,787
1993,Linseed,0.19469,Medak,19.38,64.53,22.86,0,748.83,95.18,11.35,44.57,34.88,5.35,5.35,74.45,58.71,23.4,18.45,2.15,1.69,745
1994,Linseed,0.2439,Medak,18.67,62.71,23,0,806.84,95.14,12.02,44.88,35.82,5.55,5.55,71.94,61.92,23.87,20.55,4.19,3.61,727
1995,Linseed,0,Medak,18.89,62.17,22.48,5.27,1139.06,95.12,12.76,42.51,33.22,5.27,5.27,71.94,63.75,23.87,21.16,4.19,3.71,1114
1996,Linseed,0,Medak,18.79,62.71,22.28,0,959.77,95.09,12.08,43.69,34.67,5.26,5.26,72.51,77.12,23.82,25.33,3.67,3.9,946
1997,Linseed,0.07865,Medak,18.68,63.73,21.78,0,759.38,95.23,12.27,42.96,35.1,5.17,5.17,78.13,82.16,18.18,19.12,3.7,3.89,733
1998,Linseed,0.11458,Medak,18.83,57,21.8,5.27,975.59,95.12,12.7,44.71,34.94,5.02,5.02,69.72,82.64,25.34,30.03,4.94,5.86,928
1999,Linseed,0.08738,Medak,19.41,44.62,22.5,0,564.26,95.08,11.35,44.16,35.38,5.57,5.57,69.72,85.17,25.34,30.95,4.94,6.04,657
2000,Linseed,0.26126,Medak,19.34,42.06,22.22,0,875.39,95.06,11.41,44.04,33.75,5.23,5.23,71.62,97.14,23.14,31.39,5.24,7.1,868
2001,Linseed,0.12,Medak,18.51,58.38,22.91,0,743.55,95.11,11.84,44.01,31.81,5.4,5.4,69.87,75.86,24.24,26.32,5.9,6.4,692
2002,Linseed,0.30667,Medak,19.38,52.88,22.93,0,669.73,95.16,11.6,43.57,33.59,5.53,5.53,74.46,76.73,23.03,23.73,2.51,2.58,559
2003,Linseed,0.16949,Medak,19.18,58.08,23.03,0,764.65,95.16,12.02,43.8,33.93,5.56,5.56,73.43,65.37,20.43,18.19,6.14,5.47,759
2004,Linseed,0.17647,Medak,19.3,52.24,23.04,0,669.73,95.19,12.15,42.17,32.8,5.55,5.55,68.82,70.82,22.33,22.98,8.85,9.11,536
2005,Linseed,0.3662,Medak,18.87,57.56,22.97,5.27,1160.16,95.15,12.45,43.79,34.85,5.31,5.31,68.37,93.92,23.35,32.08,8.28,11.37,837
2006,Linseed,0.28125,Medak,18.95,53.1,22.79,5.27,996.68,95.18,12.88,42.69,34.97,5.23,5.23,62.71,79.92,26.25,33.45,11.05,14.08,843
2007,Linseed,0.25974,Medak,19.21,53.12,22.69,0,801.56,95.12,12.15,43.18,33.2,5.27,5.27,64.93,82.2,23.08,29.22,11.99,15.17,643
2008,Linseed,0.47222,Medak,19,52.31,22.52,5.27,1107.42,95.12,12.27,42.99,32.63,5.17,5.17,59.55,125.21,26.02,54.72,14.43,30.35,874
2009,Linseed,0.14035,Medak,19.4,51.3,22.61,0,738.28,95.13,11.96,43.72,32.58,5.29,5.29,57.75,105.49,24.39,44.55,17.85,32.61,592
2010,Linseed,0.25455,Medak,18.23,59.56,22.55,5.27,1081.05,95.11,12.94,44.56,36.11,5.15,5.15,55.2,168.55,31.17,95.16,13.63,41.62,923.7
2011,Linseed,0.21053,Medak,19.12,51.2,22.51,0,616.99,95.11,11.96,42.87,33.42,5.48,5.48,63.55,116.57,28.37,52.03,8.08,14.83,600.8
2012,Linseed,0.47059,Medak,18.89,54.88,22.58,0,701.37,95.11,11.47,42.94,32.84,5.49,5.49,72.45,114.35,23.47,37.04,4.08,6.44,843
2013,Linseed,0.45455,Medak,18.01,56.88,22.25,5.27,1017.77,95.12,12.82,44.62,34.91,5.62,5.62,80.09,135.36,16.34,27.61,3.57,6.03,1068.1
